,text,type,dataset
181,@BJP4Rajasthan \u0930\u093e\u091c\u0938\u094d\u0925\u093e\u0928 \u092e\u0947\u0902 \u092a\u094d\u0930\u0924\u093f\u0926\u093f\u0928 covid19 \u0915\u0947 350 \u0938\u0947 \u091c\u093c\u094d\u092f\u093e\u0926\u093e \u0915\u0947\u0938 \u0906 \u0930\u0939\u0947 \u0939 \u0907\u0938 \u0938\u094d\u0925\u093f\u0924\u0940 \u092e\u0947\u0902 \u091b\u093e\u0924\u094d\u0930\u094b\u0902 \u0915\u0947 \u090f\u0917\u094d\u091c\u093c\u093e\u092e \u0932\u0947\u0928\u093e \u0915\u0939\u093e \u0909\u091a\u093f\u0924 \u0939  \u092a\u0924\u093e \u0928\u0939\u0940  \u091b\u093e\u0924\u094d\u0930\u094b\u0902 \u0915\u0947 \u0938\u094d\u0935\u093e\u0938\u094d\u0925\u094d\u092f \u0915\u0947 \u0938\u093e\u0925 \u0916\u093f\u0932\u0935\u093e\u0921\u093c \u0915\u0930 \u0930\u0939\u0947 \u0939\u0948  \u092e\u0947\u0930\u093e \u0906\u092a \u0938\u092c\u0940 \u0935\u093e\u0932\u094b \u0938\u0947 \u0928\u093f\u0935\u0947\u0926\u0928 \u0939\u0940 \u0915\u093f \u0906\u092a \u0939\u092e\u093e\u0930\u0940 \u0906\u0935\u093e\u091c\u093c \u0906\u0917\u0947 \u092a\u0939\u0941\u091a\u093e\u092f\u0947,2,Covid-19
182,Help out! to raise fund for #earthquake survivors. Help out! Give to Nepal Relief Fund -for Food &amp; Water need urgent http://t.co/p61KNiTp5x.,0,Nepal Earthquake
183,"RT @maanhcl2007: @iamsrk -Bzy In IPL
@aamir_khan  -Bzy In Film
@BeingSalmanKhan -Bzy in Film
Comes the #earthquake in Pak have sofar announ…",2,Nepal Earthquake
184,Italy Quake Rescuers Ask Locals To Unlock Their Wi-Fi: Rescue teams searching for earthquake survivors… https://t.co/IywqIQUjX4  | Slashdot,0,Italy Earthquake
185,"6 new #COVID19 cases in #Mohali. 29F Baltana PGI bio-chem researcher, admitted @PGI, husband +ve case, 16 contacts quarantined. 5 women: 18,18, 19, 25 &amp; 34 all residents of Behda vil, UP migrants, working in a meat factory, admitted @ Banur\nTotal 242\nActive 54\n\n@thetribunechd",2,Covid-19
186,"RT TheNextWeb ""Want to help earthquake victims near you? Disable your Wi-Fi password https://t.co/rAQSfIwuSj https://t.co/ZAZIvhTEeq""",0,Italy Earthquake
187,"To our friends in #Nepal, please share this and help to those in need.Stay safe everyone.",2,Nepal Earthquake
188,RT @charitywater: People in Nepal need our help. Donate at http://t.co/4gEX4hY2dD and 100% will fund earthquake relief and recovery. http:/…,0,Nepal Earthquake
189,water scarcity is another challange after earthquake in kathmandu vally. Its hard to find drinking water. #earthquake http://t.co/55NzAMeckM,0,Nepal Earthquake
190,This is the 26th felt #earthquake in Central Italy in the last 47 hours https://t.co/OSr2jaub9Y,2,Italy Earthquake
191,"Praying for the families impacted by the earthquake in Italy. 🙏🏾
https://t.co/49sA5w5MRf",2,Italy Earthquake
192,(Wired UK):#Italian #Red Cross urges people to disable Wi-Fi passwords after devastating earthquake : A.. https://t.co/6OZmfDFnjb,0,Italy Earthquake
193,"@TheEllenShow people are running out of water n foods. Please help #nepal. 
#HELPNEPAL #NepalEarthquake",0,Nepal Earthquake
194,"Retweeted Los Angeles Times (@latimes):

Magnitude 6.1 quake rattles Rome and central Italy... https://t.co/WKVzH36aL0",2,Italy Earthquake
195,"RT @NisheshAcharya: Deupur Gairibisauna of Kavre- no houses left, no food and livestock trapped under debris. plz go for help is anyone is …",0,Nepal Earthquake
196,#reality #WeekendRead #FridayThoughts #COVID #essentials #KarlMarx #retailtherapy for #COVID19 https://t.co/mGlqvdnEfy,2,Covid-19
197,Shelterbox sends team to Italy to help earthquake rescue operation. More here: https://t.co/Vr87LRcJsJ via @BBCNews,1,Italy Earthquake
198,Omg us news station there was an earthquake in italy some of us who have family there would like to know what's going on!!!,2,Italy Earthquake
199,"RT @Abhishekinso: Food for Nepales peoples 
Who effected to #earthquake quack @ dehli kissan ghat https://t.co/WKeHqUJUCz",1,Nepal Earthquake
200,"RT @Manojkaswa: The debris of collapsed buildings aftr powrful earthquake in nepal dr is no water nd food.
#MSGHelpEarthquakeVictims http:/…",0,Nepal Earthquake
201,Kudos to the Italians in line to donate blood for the earthquake victims in Amatrice. https://t.co/wtqqfE3snd,1,Italy Earthquake
202,136 #COVID19 cases in #noida today https://t.co/rObE0dGNi3,2,Covid-19
203,Know about 15 earthquake in 15 years of 21st century - http://t.co/BcA7gqwyM5 http://t.co/oXKuvcpdAI,2,Nepal Earthquake
204,"ITALY EARTHQUAKE, AUG. 24, 2016

2 tent cities totaling about 50 tents being set up for quake victims in Italy's... https://t.co/W6B2s5p5TH",1,Italy Earthquake
205,RT @WHO: Surgical needs are important the first weeks following an earthquake like #NepalEarthquake http://t.co/NEvMnxMsNh,0,Nepal Earthquake
206,"Go to blood donations!
#terremoto #earthquake",0,Italy Earthquake
207,"RT @Teriyarahmta: ""@Manojkaswa: Camp provided by volunteers to earthquake affected villagers #MSGHelpEarthquakeVictims http://t.co/OnG6cTD6…",1,Nepal Earthquake
208,Earthquake: Lack of electricity and drinking water aggravating problems for the locals http://t.co/8RPu1WD4GB,0,Nepal Earthquake
209,"#Gujarat| Central Health Joint Secretary Lav Agrawal today held a meeting with CM #VijayRupani &amp; reviewed preparedness of Ahmedabad Civil Hospital. Deputy CM #NitinPatel was also present in the meeting.\n\nThere are 30158 #COVID19 positive, 22038 cured cases &amp; 1772 deaths in state. https://t.co/zUq73dC92X",2,Covid-19
210,"RT @NepaliEr: Help provide food, shelter, medicines to quate victims nepal | nepalquakehelp http://t.co/ogQPKLNT3o",0,Nepal Earthquake
211,"Nepal Earthquake Toll may cross 10,000. It needs Food/Water/Shelter. But Gideon Intnl sends 100,000 copies of Bible for soul harvesting. :(",0,Nepal Earthquake
212,"It is very sad to world that all International Organisations have been losing their trust. They have not been interfering, punishing, rectifying disputes between countries. @WHO is current example, whose failure has been seeing during preparing single protocol to all for COVID19.",2,Covid-19
213,Search and rescue dogs &amp; 20 ambulances on the ground in #Perugia following #earthquake volunteers from @crocerossa on the scene.,1,Italy Earthquake
214,RT @Practo: Our prayers are with people in Nepal. Here are details of doctors in the area http://t.co/mwWjNiXcc8 #Earthquake http://t.co/2A…,1,Nepal Earthquake
215,U.S. Launches Aid Effort to Help Victims of Nepal Earthquake http://t.co/tNyPS4AOXQ via @bpolitics,2,Nepal Earthquake
216,Italy Quake Rescuers Ask Locals To Unlock Their Wi-Fi: Rescue teams searching for earthquake survivors… https://t.co/IywqIQUjX4  | Slashdot,0,Italy Earthquake
217,Our #Sikh brothers are sending in #relief materials like #food to #Nepal to help humans and not like #SoulVultures there for  conversion,1,Nepal Earthquake
218,Businesses and shops voluntarily close down to curb #COVID19 in #Hyderabad\n\nhttps://t.co/vINKxaAFgE @naveengarewal,2,Covid-19
219,"@PMOIndia sir nepal need more medical kind of help, so we have response to cure our brothers and sisters and our families",0,Nepal Earthquake
220,RT @sanjoynarayan: UN: 8 million people affected by Nepal earthquake http://t.co/uf1ge1z9YB,2,Nepal Earthquake
221,"Android Police: AT&amp;T, T-Mobile, and Verizon wave fees following earthquake in Italy ... https://t.co/Tq5XitX6Zw",1,Italy Earthquake
222,"RT @DK_Diksha: After the earthquake, water supply was cut off because waterworks were damaged and power plants were shut down. #MSGHelpEart…",0,Nepal Earthquake
223,"Sometimes, nature
so beautiful,
just hurts
A thought for the victims
#Italy #quake https://t.co/3sz9L8q1IJ",2,Italy Earthquake
224,Urgently required: we are sending two teams to Sindhupalchok and we need vehicles. Please help. #act4quake #earthquake #NepalEarthquake,0,Nepal Earthquake
225,"The Kathmandu Post
Powerful earthquake Magnitude 6.8  strikes central Myanmar rattles region
https://t.co/KfQmgOl3Z2 https://t.co/KmGAhAcHwU",2,Italy Earthquake
226,"RT @NepalCAStudent: ACAN and NCASA earthquake Relief Program at ..Lalitpur District: Tents, Food items, Medicines and Sanitary items... htt…",1,Nepal Earthquake
227,"PLEASE HELP NEPAL EARTHQUAKE VICTIMS AND SEND CLOTHES, FOOD , MEDICINES",0,Nepal Earthquake
228,Army is mobilized on earthquake zone #terremoto-Donación de sangre en hospital de RIETI https://t.co/CJ2k3NZ559,1,Italy Earthquake
229,"RT @JantaKaReporter: #SriLanka Air Force too will fly doctors, paramedics, medicines &amp; equipment to #Nepal. #earthquake http://t.co/vY7JOT…",1,Nepal Earthquake
230,RT @girirajsinghbjp: At Darbhanga Medical collage hospital ..assured best of help to Earthquake victims http://t.co/lQsit3dmzx,1,Nepal Earthquake
231,"@mashable some pictures from Norvic Hospital *A Class Hospital of nepal* 
Patients have been put on parking lot. http://t.co/sR3JuvidaX",0,Nepal Earthquake
232,"RT @ProjectPakistan: #Pak dispatches four C-130 planes carrying a 30-bed field hospital, medical teams,S &amp; R, relief supplies to #Nepal 
ht…",1,Nepal Earthquake
233,@pranesh_prakash Only that evangelists made a similar call immediately in the aftermath of the earthquake @Razarumi @RushdieExplains,2,Nepal Earthquake
234,"RT @sacchin1982: Nepal Earthquake Relief Surgical Material &amp; Medicines, Dr. Sachin Sharma ,Gopal Hospital, AAM AADMI PARTY, Ghaziabad http:…",1,Nepal Earthquake
235,"@PMOIndia people of Nepal waiting for more help. Please send more help at the earliest.they need blood, Medicean, water and food packet.",0,Nepal Earthquake
236,"Nepal earthquake: India Inc praises PM Narendra Modi, pledges support: Praising government for its prompt resc... http://t.co/OnyfQrJFLO",2,Nepal Earthquake
237,"RT @Sinceere_Angel: #Earthquake in Nepal~ Golden Temple to send 1 Lakh meals &amp; Delhi Gurudwaras to send 25k meals daily
#Respect to Sikhism",1,Nepal Earthquake
238,"one person at chitwan gave one lakh rupees separated for marriage  party , to earthquake victims. #Earthquake #Chitwan #Marriage",2,Nepal Earthquake
239,"RT @QuakesToday: 4.9 magnitude #earthquake. 104 km from #Iranshahr, Sistan va Baluchestan, Iran http://t.co/Wsr9kntA9T",2,Nepal Earthquake
240,"RT @PMOIndia_RC: Piyush Goyal has offered to send engineers &amp; equipment to restore the power grids in Nepal

IMPORTANT Contacts... http://t…",1,Nepal Earthquake
241,RT @vivakermani: The Nepal earthquake was no surprise-A  group of earthquake specialists gathered in Kathmandu just last week....http://t.c…,1,Nepal Earthquake
242,RT @pacified_devil: Distribution of food to kharanitar VDC frm #islington_college #nepalquake #relief #earthquake http://t.co/0UejuUAPau,1,Nepal Earthquake
243,"Nepal earthquake : bcos Rahul Gandhi ate beef n went to Kedarnath
Moga 13 yr old's death : Act of God
#theWorldAccordingtoBJPnAllies",2,Nepal Earthquake
244,Congress Politician &amp; National Spokesperson Abhishek Manu Sanghvi tested positive for COVID19.,2,Covid-19
245,New post: TIMES NOW onboard IAF rescue mission chopper - Nepal Earthquake 2015 http://t.co/10YtN2MwCF,1,Nepal Earthquake
246,Earthquake: Lack of electricity and drinking water aggravating problems for the locals http://t.co/8RPu1WD4GB,0,Nepal Earthquake
247,#Sismo ML 3.8  NORTHERN ALASKA: Magnitude  ML 3.8Region  NORTHERN ALASKADate time  2016-08-24   11:... https://t.co/39KhX6fxCW #CSismica,2,Italy Earthquake
248,#PrayForNepal #EarthQuake #UK sends two #Chinook_helicopters for relief distribution  http://t.co/alis5ELPOX  http://t.co/I2waB38ENx,1,Nepal Earthquake
249,RT @98Jaswinder: @Gurmeetramrahim #MSGHelpEarthquakeVictims 59 vhicle full in food material sailed by Guru Ji for Earthquake Victims. http:…,1,Nepal Earthquake
250,"RT @MSF_USA: MSF sending 8 teams to assist victims of the #Nepal #earthquake, including highly skilled emergency surgical teams http://t.co…",1,Nepal Earthquake
251,"RT @WorldVisionUSA: Children after Nepal earthquake scared, won't let go of parents. It's freezing—need shelter: http://t.co/ZqF1mLvnHg htt…",0,Nepal Earthquake
252,Nepal hospitals are running out of drugs and the rescue efforts need support. I just donated to the Red Cross appeal http://t.co/wBK1l65Oon,0,Nepal Earthquake
253,@NYGovCuomo #COVID19,2,Covid-19
254,#ABVP National Organizational Secretary Shri @SunilABVPMumbai ji visited earthquake affected areas of #Nepal. @upma23 http://t.co/VZjgyXPuHN,2,Nepal Earthquake
255,"##Italy: Refugee volunteers help earthquake rescue effort in Amatrice https://t.co/kpFZIQ72A8
#Video, VideoNews, news, ruptly, Video), wor…",1,Italy Earthquake
256,"More Indian doctors, public health experts on way to earthquake hit Nepal 
Read more at:
http://t.co/N0Te8nGwyz
#Health #NepalEarthquake",1,Nepal Earthquake
257,"Earthquake victims get help, students learn that they truly can help... Read more at http://t.co/IVVqnl3t7F #NepalQuake #NepalQuakeRelief",2,Nepal Earthquake
258,"Nepal Earthquake : Apartment Breaks Down Live !: https://t.co/DRgMaUdS31
#Nepal #NepalEarthquake #NepalStrong #NepalQuake #NepalQuakeRelief",2,Nepal Earthquake
259,"#Nepal #Earthquake: Death toll could reach 10,000, says PM Sushil Koirala | Appeals for foreign supplies of tents and medicines.",0,Nepal Earthquake
260,"RT @poojainsa786: #NepalDisasterReliefByMSG required medical treatment for earthquake victims at ""frishta-mobile hospitl"" of DSS http://t.c…",0,Nepal Earthquake
261,"help to give food, water and tent for Earthquake Survivors Give to Nepal Relief Fund - for Food and Water http://t.co/p61KNiTp5x.",0,Nepal Earthquake
262,"Jharkhand Government extends lockdown till July 31.\n\n29 new #COVID19 positive cases reported in #Jharkhand today, taking the total number of cases to 2,294 including 1,647 recoveries and 12 deaths: State Health Department\n\n#Lockdown #Coronavirus #Jharkhand #CoronaVirusUpdates https://t.co/8LAeOs6pfR",2,Covid-19
263,"RT @KafleShristi: Shortage of water and food is one of the major challenge, lets share the food with each other ! Lets help #earthquake #hu…",0,Nepal Earthquake
264,Free train travel services for victims of Nepal earthquake victims: Ministry of Railways http://t.co/EmmH5bUJsk,1,Nepal Earthquake
265,Surgical needs are important in the event of an earthquake like #NepalEarthquake http://t.co/bb2IKTCzji,0,Nepal Earthquake
266,"RT @ WSJIndia: What India is doing to help Nepal- sending disaster-response teams, medical aid and food supplies. http://t.co/hj6rkf1Xk6",1,Nepal Earthquake
267,#Indian health teams provide urgent medical aid to the survivors of #earthquake in #Nepal . #NepalEarthquake,1,Nepal Earthquake
268,MEECONS is collecting donations in kind and cash to send them to Nepal for the Earthquake victims. Please contribute. http://t.co/Rmq8Wtx9y4,2,Nepal Earthquake
269,RT @leprosytalk: Influx of patients to Anandaban Hospital following devastating earthquake in Nepal http://t.co/Xt8bbacyM0 #NepalEarthquake,0,Nepal Earthquake
270,"Nepal earthquake: Urgent need for water, sanitation and food: http://t.co/4z7ycAL7IC",0,Nepal Earthquake
271,UN appeals for $415m earthquake aid for disaster stricken Nepal: The United Nations recently appealed for 415 ... http://t.co/ZlgR1gMQ4p,2,Nepal Earthquake
272,"The most touching picture
Earthquake couldn't seperate them😩😭
#LastHug #HugForever #earthquake #NepalEarthquake http://t.co/ADasAwXLiZ",2,Nepal Earthquake
273,"@thekiranbedi @realpreityzinta @rks_14 @narendramodi Give me protection for Nepal,Give For Food ,Water And Medician ,India Help for nepal.:)",0,Nepal Earthquake
274,The BJP leaders who were making denigrating comments on Tablighi Jamaat over their congregation are expressing happiness over the Rath Yatra. Why is this different parameters for two religious congregation? Why is this double standards?\n#TabligiJamat #RathYatra #covid19 #modigovt https://t.co/wdYzl5hUch,2,Covid-19
275,Rotary is sending Shelterboxes to provide emergency accommodation to victims of Italian earthquake.  @ShelterBox @shelterboxpress,1,Italy Earthquake
276,provide food for earthquake survivors #donate Help out! Give to Nepal Relief Fund - for Food &amp; Water need urgent http://t.co/p61KNiTp5x.,0,Nepal Earthquake
277,"As if we do not have any disasters, natural and  made made, already.. now we have an earthquake in Italy.  Scenes... https://t.co/cLJxI9WDol",2,Italy Earthquake
278,Sending 10 doctors to provide medical support &amp; treatment by the earthquake in Nepal   #Nepal #HelpNepal #Earthquake #NepalQuakeRelief,1,Nepal Earthquake
279,Proud Moment \u2764\ufe0f\nUN honouring Kerala Health Department. Comrade K K shailaja is the only person attending from India. \n @shailajateacher\n\n#UNPublicServiceDay #ProudIndian #Kerala #COVID19 https://t.co/vBSOB4hBKu,2,Covid-19
280,"RT @subodhverma539: #NepalDisasterReliefByMSG Followers of Baba @Gurmeetramrahim Ji are doing help of people affected by earthquake.""",2,Nepal Earthquake
